timestamp,activeOrders, sells,buys, digest
Sun Nov 30 21:42:06 EST 2014 , 4 , 2 , 2 , 246411 : { SELL 73432.6@0.00266128} 246410 : { SELL 73432.6@0.00266128} 246398 : { BUY 20878.05@0.00265066} 246397 : { BUY 20878.05@0.00265066} 
Sun Nov 30 22:03:13 EST 2014 , 4 , 2 , 2 , 246532 : { BUY 20871.36@0.00265151} 246531 : { BUY 20871.36@0.00265151} 246525 : { SELL 73432.6@0.00266213} 246524 : { SELL 73432.6@0.00266213} 
Sun Nov 30 22:06:14 EST 2014 , 4 , 2 , 2 , 246551 : { SELL 73432.6@0.00265557} 246550 : { SELL 73432.6@0.00265557} 246534 : { BUY 20922.96@0.00264497} 246533 : { BUY 20922.96@0.00264497} 
Sun Nov 30 22:15:17 EST 2014 , 4 , 2 , 2 , 246624 : { SELL 73432.6@0.00265684} 246623 : { SELL 73432.6@0.00265684} 246611 : { BUY 20913.0@0.00264623} 246610 : { BUY 20913.0@0.00264623} 
Sun Nov 30 22:24:20 EST 2014 , 4 , 2 , 2 , 246730 : { BUY 20841.49@0.00265531} 246729 : { BUY 20841.49@0.00265531} 246695 : { SELL 73432.6@0.00266596} 246694 : { SELL 73432.6@0.00266596} 
Sun Nov 30 22:27:21 EST 2014 , 4 , 2 , 2 , 246749 : { SELL 73432.6@0.00265663} 246748 : { SELL 73432.6@0.00265663} 246742 : { BUY 20914.66@0.00264602} 246741 : { BUY 20914.66@0.00264602} 
Sun Nov 30 22:30:22 EST 2014 , 4 , 2 , 2 , 246765 : { BUY 20794.34@0.00266133} 246764 : { BUY 20794.34@0.00266133} 246751 : { SELL 73432.6@0.002672} 246750 : { SELL 73432.6@0.002672} 
Sun Nov 30 22:33:23 EST 2014 , 4 , 2 , 2 , 246784 : { SELL 73432.6@0.00265698} 246783 : { SELL 73432.6@0.00265698} 246767 : { BUY 20911.89@0.00264637} 246766 : { BUY 20911.89@0.00264637} 
Sun Nov 30 22:39:25 EST 2014 , 4 , 2 , 2 , 246829 : { BUY 20878.05@0.00265066} 246828 : { BUY 20878.05@0.00265066} 246802 : { SELL 73432.6@0.00266128} 246801 : { SELL 73432.6@0.00266128} 
Sun Nov 30 22:42:26 EST 2014 , 4 , 2 , 2 , 246850 : { BUY 20850.91@0.00265411} 246849 : { BUY 20850.91@0.00265411} 246840 : { SELL 73432.6@0.00266475} 246839 : { SELL 73432.6@0.00266475} 
Sun Nov 30 22:51:29 EST 2014 , 4 , 2 , 2 , 246966 : { SELL 73432.6@0.00266511} 246965 : { SELL 73432.6@0.00266511} 246921 : { BUY 20848.08@0.00265447} 246919 : { BUY 20848.08@0.00265447} 
Sun Nov 30 23:00:32 EST 2014 , 4 , 2 , 2 , 247043 : { BUY 20777.09@0.00266354} 247041 : { BUY 20777.09@0.00266354} 247022 : { SELL 73432.6@0.00267421} 247021 : { SELL 73432.6@0.00267421} 
Sun Nov 30 23:06:34 EST 2014 , 4 , 2 , 2 , 247086 : { SELL 73432.6@0.00266199} 247085 : { SELL 73432.6@0.00266199} 247076 : { BUY 20872.54@0.00265136} 247075 : { BUY 20872.54@0.00265136} 
