timestamp,source,crypto,price,currency,sellprice,buyprice,otherfeeds
Sat Nov 22 21:42:35 EST 2014,btce,ppc,0.711,USD,1.41456821,1.39839381,{ feed : btce - price : 0.711}  { feed : coinmarketcap_ne - price : 0.710218}  { feed : coinmarketcap_no - price : 0.712463}  

Sat Nov 22 22:08:00 EST 2014,btce,ppc,0.712,USD,1.41258146,1.39642978,{ feed : btce - price : 0.712}  { feed : coinmarketcap_ne - price : 0.712193}  { feed : coinmarketcap_no - price : 0.712113}  

Sat Nov 22 22:38:30 EST 2014,btce,ppc,0.713,USD,1.41060028,1.39447125,{ feed : btce - price : 0.713}  { feed : coinmarketcap_ne - price : 0.714016}  { feed : coinmarketcap_no - price : 0.714008}  

Sat Nov 22 23:00:52 EST 2014,btce,ppc,0.711,USD,1.41456821,1.39839381,{ feed : btce - price : 0.711}  { feed : coinmarketcap_ne - price : 0.716156}  { feed : coinmarketcap_no - price : 0.714963}  

Sat Nov 22 23:31:22 EST 2014,btce,ppc,0.71,USD,1.41656056,1.40036338,{ feed : btce - price : 0.71}  { feed : coinmarketcap_ne - price : 0.712094}  { feed : coinmarketcap_no - price : 0.712712}  

Sat Nov 22 23:35:27 EST 2014,btce,ppc,0.711,USD,1.41456821,1.39839381,{ feed : btce - price : 0.711}  { feed : coinmarketcap_ne - price : 0.710084}  { feed : coinmarketcap_no - price : 0.712094}  

Sat Nov 22 23:54:45 EST 2014,btce,ppc,0.713,USD,1.41060028,1.39447125,{ feed : btce - price : 0.713}  { feed : coinmarketcap_ne - price : 0.712559}  { feed : coinmarketcap_no - price : 0.712413}  

Sun Nov 23 00:16:06 EST 2014,btce,ppc,0.711,USD,1.41456821,1.39839381,{ feed : btce - price : 0.711}  { feed : coinmarketcap_ne - price : 0.712954}  { feed : coinmarketcap_no - price : 0.712944}  

Sun Nov 23 00:36:26 EST 2014,btce,ppc,0.713,USD,1.41060028,1.39447125,{ feed : btce - price : 0.713}  { feed : coinmarketcap_ne - price : 0.713317}  { feed : coinmarketcap_no - price : 0.712982}  

Sun Nov 23 01:01:51 EST 2014,btce,ppc,0.711,USD,1.41456821,1.39839381,{ feed : btce - price : 0.711}  { feed : coinmarketcap_ne - price : 0.713663}  { feed : coinmarketcap_no - price : 0.713645}  

Sun Nov 23 01:23:12 EST 2014,btce,ppc,0.714,USD,1.40862465,1.39251821,{ feed : btce - price : 0.714}  { feed : coinmarketcap_ne - price : 0.715464}  { feed : coinmarketcap_no - price : 0.713686}  

Sun Nov 23 01:28:17 EST 2014,btce,ppc,0.715,USD,1.40665455,1.39057063,{ feed : btce - price : 0.715}  { feed : coinmarketcap_ne - price : 0.717063}  { feed : coinmarketcap_no - price : 0.715464}  

Sun Nov 23 01:49:38 EST 2014,btce,ppc,0.716,USD,1.40468994,1.38862849,{ feed : btce - price : 0.716}  { feed : coinmarketcap_ne - price : 0.7168}  { feed : coinmarketcap_no - price : 0.716993}  

Sun Nov 23 02:25:14 EST 2014,btce,ppc,0.715,USD,1.40665455,1.39057063,{ feed : btce - price : 0.715}  { feed : coinmarketcap_ne - price : 0.718035}  { feed : coinmarketcap_no - price : 0.718035}  

Sun Nov 23 02:30:18 EST 2014,btce,ppc,0.73,USD,1.37775068,1.36199726,{ feed : btce - price : 0.73}  { feed : coinmarketcap_ne - price : 0.718374}  { feed : coinmarketcap_no - price : 0.718374}  

Sun Nov 23 02:33:21 EST 2014,btce,ppc,0.716,USD,1.40468994,1.38862849,{ feed : btce - price : 0.716}  { feed : coinmarketcap_ne - price : 0.71791}  { feed : coinmarketcap_no - price : 0.718374}  

Sun Nov 23 02:49:37 EST 2014,btce,ppc,0.72,USD,1.39688611,1.38091389,{ feed : btce - price : 0.72}  { feed : coinmarketcap_ne - price : 0.720264}  { feed : coinmarketcap_no - price : 0.720355}  

Sun Nov 23 02:52:40 EST 2014,btce,ppc,0.717,USD,1.40273082,1.38669177,{ feed : btce - price : 0.717}  { feed : coinmarketcap_ne - price : 0.718409}  { feed : coinmarketcap_no - price : 0.720264}  

Sun Nov 23 03:00:48 EST 2014,btce,ppc,0.716,USD,1.40468994,1.38862849,{ feed : btce - price : 0.716}  { feed : coinmarketcap_ne - price : 0.71774}  { feed : coinmarketcap_no - price : 0.71942}  

Sun Nov 23 03:22:09 EST 2014,btce,ppc,0.714,USD,1.40862465,1.39251821,{ feed : btce - price : 0.714}  { feed : coinmarketcap_ne - price : 0.716649}  { feed : coinmarketcap_no - price : 0.717616}  

Sun Nov 23 03:38:25 EST 2014,btce,ppc,0.718,USD,1.40077716,1.38476045,{ feed : btce - price : 0.718}  { feed : coinmarketcap_ne - price : 0.715685}  { feed : coinmarketcap_no - price : 0.715248}  

Sun Nov 23 03:47:34 EST 2014,btce,ppc,0.714,USD,1.40862465,1.39251821,{ feed : btce - price : 0.714}  { feed : coinmarketcap_ne - price : 0.716687}  { feed : coinmarketcap_no - price : 0.715537}  

Sun Nov 23 04:28:14 EST 2014,btce,ppc,0.713,USD,1.41060028,1.39447125,{ feed : btce - price : 0.713}  { feed : coinmarketcap_ne - price : 0.715215}  { feed : coinmarketcap_no - price : 0.714929}  

Sun Nov 23 04:33:20 EST 2014,btce,ppc,0.71,USD,1.41656056,1.40036338,{ feed : btce - price : 0.71}  { feed : coinmarketcap_ne - price : 0.717706}  { feed : coinmarketcap_no - price : 0.715215}  

Sun Nov 23 04:59:45 EST 2014,btce,ppc,0.714,USD,1.40862465,1.39251821,{ feed : btce - price : 0.714}  { feed : coinmarketcap_ne - price : 0.71555}  { feed : coinmarketcap_no - price : 0.715774}  

Sun Nov 23 05:38:23 EST 2014,btce,ppc,0.711,USD,1.41456821,1.39839381,{ feed : btce - price : 0.711}  { feed : coinmarketcap_ne - price : 0.7189}  { feed : coinmarketcap_no - price : 0.718363}  

Sun Nov 23 06:04:50 EST 2014,btce,ppc,0.714,USD,1.40862465,1.39251821,{ feed : btce - price : 0.714}  { feed : coinmarketcap_ne - price : 0.714935}  { feed : coinmarketcap_no - price : 0.715403}  

Sun Nov 23 06:30:15 EST 2014,btce,ppc,0.711,USD,1.41456821,1.39839381,{ feed : btce - price : 0.711}  { feed : coinmarketcap_ne - price : 0.717554}  { feed : coinmarketcap_no - price : 0.717554}  

Sun Nov 23 06:51:36 EST 2014,btce,ppc,0.713,USD,1.41060028,1.39447125,{ feed : btce - price : 0.713}  { feed : coinmarketcap_ne - price : 0.717469}  { feed : coinmarketcap_no - price : 0.718922}  

Sun Nov 23 07:04:49 EST 2014,btce,ppc,0.71,USD,1.41656056,1.40036338,{ feed : btce - price : 0.71}  { feed : coinmarketcap_ne - price : 0.717939}  { feed : coinmarketcap_no - price : 0.717742}  

Sun Nov 23 07:11:56 EST 2014,btce,ppc,0.714,USD,1.40862465,1.39251821,{ feed : btce - price : 0.714}  { feed : coinmarketcap_ne - price : 0.715082}  { feed : coinmarketcap_no - price : 0.718267}  

Sun Nov 23 07:37:21 EST 2014,btce,ppc,0.71,USD,1.41656056,1.40036338,{ feed : btce - price : 0.71}  { feed : coinmarketcap_ne - price : 0.718381}  { feed : coinmarketcap_no - price : 0.717882}  

Sun Nov 23 07:56:40 EST 2014,btce,ppc,0.714,USD,1.40862465,1.39251821,{ feed : btce - price : 0.714}  { feed : coinmarketcap_ne - price : 0.716735}  { feed : coinmarketcap_no - price : 0.717233}  

Sun Nov 23 07:59:43 EST 2014,btce,ppc,0.718,USD,1.40077716,1.38476045,{ feed : btce - price : 0.718}  { feed : coinmarketcap_ne - price : 0.716735}  { feed : coinmarketcap_no - price : 0.717233}  

Sun Nov 23 08:07:51 EST 2014,btce,ppc,0.715,USD,1.40665455,1.39057063,{ feed : btce - price : 0.715}  { feed : coinmarketcap_ne - price : 0.715145}  { feed : coinmarketcap_no - price : 0.714876}  

Sun Nov 23 08:34:16 EST 2014,coinmarketcap_ne,ppc,0.71791,USD,1.40095277,1.38493404,{ feed : btce - price : 0.715}  { feed : coinmarketcap_ne - price : 0.71791}  { feed : coinmarketcap_no - price : 0.719529}  

Sun Nov 23 08:37:20 EST 2014,btce,ppc,0.715,USD,1.40665455,1.39057063,{ feed : btce - price : 0.715}  { feed : coinmarketcap_ne - price : 0.717869}  { feed : coinmarketcap_no - price : 0.717869}  

Sun Nov 23 09:44:26 EST 2014,btce,ppc,0.719,USD,1.39882893,1.38283449,{ feed : btce - price : 0.719}  { feed : coinmarketcap_ne - price : 0.722654}  { feed : coinmarketcap_no - price : 0.721741}  

Sun Nov 23 09:48:30 EST 2014,btce,ppc,0.716,USD,1.40468994,1.38862849,{ feed : btce - price : 0.716}  { feed : coinmarketcap_ne - price : 0.724576}  { feed : coinmarketcap_no - price : 0.724576}  

Sun Nov 23 10:01:43 EST 2014,btce,ppc,0.722,USD,1.39301662,1.37708864,{ feed : btce - price : 0.722}  { feed : coinmarketcap_ne - price : 0.724797}  { feed : coinmarketcap_no - price : 0.723276}  

Sun Nov 23 10:07:49 EST 2014,btce,ppc,0.725,USD,1.38725241,1.37139034,{ feed : btce - price : 0.725}  { feed : coinmarketcap_ne - price : 0.725977}  { feed : coinmarketcap_no - price : 0.724797}  

Sun Nov 23 10:29:10 EST 2014,btce,ppc,0.72,USD,1.39688611,1.38091389,{ feed : btce - price : 0.72}  { feed : coinmarketcap_ne - price : 0.727618}  { feed : coinmarketcap_no - price : 0.727564}  

Sun Nov 23 11:12:53 EST 2014,btce,ppc,0.719,USD,1.39882893,1.38283449,{ feed : btce - price : 0.719}  { feed : coinmarketcap_ne - price : 0.724042}  { feed : coinmarketcap_no - price : 0.722271}  

Sun Nov 23 11:41:21 EST 2014,btce,ppc,0.727,USD,1.38343604,1.36761761,{ feed : btce - price : 0.727}  { feed : coinmarketcap_ne - price : 0.729283}  { feed : coinmarketcap_no - price : 0.726661}  

Sun Nov 23 12:01:41 EST 2014,btce,ppc,0.726,USD,1.3853416,1.36950138,{ feed : btce - price : 0.726}  { feed : coinmarketcap_ne - price : 0.72614}  { feed : coinmarketcap_no - price : 0.729713}  

Sun Nov 23 12:08:48 EST 2014,btce,ppc,0.716,USD,1.40468994,1.38862849,{ feed : btce - price : 0.716}  { feed : coinmarketcap_ne - price : 0.72636}  { feed : coinmarketcap_no - price : 0.72636}  

Sun Nov 23 12:29:08 EST 2014,btce,ppc,0.724,USD,1.38916851,1.37328453,{ feed : btce - price : 0.724}  { feed : coinmarketcap_ne - price : 0.723636}  { feed : coinmarketcap_no - price : 0.721344}  

Sun Nov 23 12:48:27 EST 2014,btce,ppc,0.725,USD,1.38725241,1.37139034,{ feed : btce - price : 0.725}  { feed : coinmarketcap_ne - price : 0.725863}  { feed : coinmarketcap_no - price : 0.725494}  

Sun Nov 23 13:09:48 EST 2014,btce,ppc,0.718,USD,1.40077716,1.38476045,{ feed : btce - price : 0.718}  { feed : coinmarketcap_ne - price : 0.722222}  { feed : coinmarketcap_no - price : 0.728092}  

Sun Nov 23 13:42:20 EST 2014,btce,ppc,0.725,USD,1.38725241,1.37139034,{ feed : btce - price : 0.725}  { feed : coinmarketcap_ne - price : 0.726396}  { feed : coinmarketcap_no - price : 0.726026}  

Sun Nov 23 14:13:51 EST 2014,btce,ppc,0.724,USD,1.38916851,1.37328453,{ feed : btce - price : 0.724}  { feed : coinmarketcap_ne - price : 0.729271}  { feed : coinmarketcap_no - price : 0.729026}  

Sun Nov 23 14:17:55 EST 2014,btce,ppc,0.729,USD,1.3796406,1.36386557,{ feed : btce - price : 0.729}  { feed : coinmarketcap_ne - price : 0.72957}  { feed : coinmarketcap_no - price : 0.729271}  

Sun Nov 23 14:29:06 EST 2014,btce,ppc,0.727,USD,1.38343604,1.36761761,{ feed : btce - price : 0.727}  { feed : coinmarketcap_ne - price : 0.728914}  { feed : coinmarketcap_no - price : 0.731262}  

Sun Nov 23 14:44:21 EST 2014,btce,ppc,0.724,USD,1.38916851,1.37328453,{ feed : btce - price : 0.724}  { feed : coinmarketcap_ne - price : 0.725025}  { feed : coinmarketcap_no - price : 0.724974}  

Sun Nov 23 15:02:39 EST 2014,btce,ppc,0.726,USD,1.3853416,1.36950138,{ feed : btce - price : 0.726}  { feed : coinmarketcap_ne - price : 0.728112}  { feed : coinmarketcap_no - price : 0.727016}  

Sun Nov 23 15:12:49 EST 2014,btce,ppc,0.725,USD,1.38725241,1.37139034,{ feed : btce - price : 0.725}  { feed : coinmarketcap_ne - price : 0.72865}  { feed : coinmarketcap_no - price : 0.7289}  

Sun Nov 23 15:15:52 EST 2014,btce,ppc,0.724,USD,1.38916851,1.37328453,{ feed : btce - price : 0.724}  { feed : coinmarketcap_ne - price : 0.727821}  { feed : coinmarketcap_no - price : 0.72865}  

Sun Nov 23 15:35:11 EST 2014,btce,ppc,0.723,USD,1.3910899,1.37518396,{ feed : btce - price : 0.723}  { feed : coinmarketcap_ne - price : 0.72663}  { feed : coinmarketcap_no - price : 0.72663}  

Sun Nov 23 15:58:34 EST 2014,btce,ppc,0.725,USD,1.38725241,1.37139034,{ feed : btce - price : 0.725}  { feed : coinmarketcap_ne - price : 0.725413}  { feed : coinmarketcap_no - price : 0.724954}  

Sun Nov 23 16:22:58 EST 2014,btce,ppc,0.729,USD,1.3796406,1.36386557,{ feed : btce - price : 0.729}  { feed : coinmarketcap_ne - price : 0.728142}  { feed : coinmarketcap_no - price : 0.728813}  

Sun Nov 23 16:57:32 EST 2014,btce,ppc,0.73,USD,1.37775068,1.36199726,{ feed : btce - price : 0.73}  { feed : coinmarketcap_ne - price : 0.734148}  { feed : coinmarketcap_no - price : 0.732141}  

Sun Nov 23 17:01:36 EST 2014,btce,ppc,0.731,USD,1.37586594,1.36013406,{ feed : btce - price : 0.731}  { feed : coinmarketcap_ne - price : 0.733836}  { feed : coinmarketcap_no - price : 0.734148}  

Sun Nov 23 17:04:39 EST 2014,btce,ppc,0.73,USD,1.37775068,1.36199726,{ feed : btce - price : 0.73}  { feed : coinmarketcap_ne - price : 0.733836}  { feed : coinmarketcap_no - price : 0.734148}  

Sun Nov 23 17:28:02 EST 2014,btce,ppc,0.735,USD,1.36837823,1.35273197,{ feed : btce - price : 0.735}  { feed : coinmarketcap_ne - price : 0.734094}  { feed : coinmarketcap_no - price : 0.735218}  

Sun Nov 23 17:36:10 EST 2014,btce,ppc,0.733,USD,1.37211187,1.35642292,{ feed : btce - price : 0.733}  { feed : coinmarketcap_ne - price : 0.735299}  { feed : coinmarketcap_no - price : 0.734587}  

Sun Nov 23 17:47:21 EST 2014,btce,ppc,0.732,USD,1.37398634,1.35827596,{ feed : btce - price : 0.732}  { feed : coinmarketcap_ne - price : 0.736933}  { feed : coinmarketcap_no - price : 0.736722}  

Sun Nov 23 17:50:24 EST 2014,btce,ppc,0.73,USD,1.37775068,1.36199726,{ feed : btce - price : 0.73}  { feed : coinmarketcap_ne - price : 0.736103}  { feed : coinmarketcap_no - price : 0.736933}  

Sun Nov 23 18:15:49 EST 2014,btce,ppc,0.726,USD,1.3853416,1.36950138,{ feed : btce - price : 0.726}  { feed : coinmarketcap_ne - price : 0.732133}  { feed : coinmarketcap_no - price : 0.735396}  

Sun Nov 23 18:21:55 EST 2014,btce,ppc,0.728,USD,1.38153571,1.36573901,{ feed : btce - price : 0.728}  { feed : coinmarketcap_ne - price : 0.7306}  { feed : coinmarketcap_no - price : 0.732133}  

Sun Nov 23 18:23:57 EST 2014,btce,ppc,0.732,USD,1.37398634,1.35827596,{ feed : btce - price : 0.732}  { feed : coinmarketcap_ne - price : 0.7306}  { feed : coinmarketcap_no - price : 0.732133}  

Sun Nov 23 18:28:01 EST 2014,btce,ppc,0.73,USD,1.37775068,1.36199726,{ feed : btce - price : 0.73}  { feed : coinmarketcap_ne - price : 0.732764}  { feed : coinmarketcap_no - price : 0.7306}  

Sun Nov 23 18:54:27 EST 2014,btce,ppc,0.727,USD,1.38343604,1.36761761,{ feed : btce - price : 0.727}  { feed : coinmarketcap_ne - price : 0.731642}  { feed : coinmarketcap_no - price : 0.732543}  

Sun Nov 23 20:54:25 EST 2014,btce,ppc,0.737,USD,1.36466486,1.34906106,{ feed : btce - price : 0.737}  { feed : coinmarketcap_ne - price : 0.736187}  { feed : coinmarketcap_no - price : 0.738769}  

Sun Nov 23 21:07:38 EST 2014,btce,ppc,0.732,USD,1.37398634,1.35827596,{ feed : btce - price : 0.732}  { feed : coinmarketcap_ne - price : 0.741296}  { feed : coinmarketcap_no - price : 0.741551}  

Sun Nov 23 21:10:41 EST 2014,btce,ppc,0.736,USD,1.36651902,1.35089402,{ feed : btce - price : 0.736}  { feed : coinmarketcap_ne - price : 0.739463}  { feed : coinmarketcap_no - price : 0.741296}  

Sun Nov 23 21:18:49 EST 2014,btce,ppc,0.738,USD,1.36281572,1.34723306,{ feed : btce - price : 0.738}  { feed : coinmarketcap_ne - price : 0.741999}  { feed : coinmarketcap_no - price : 0.739463}  

Sun Nov 23 21:25:56 EST 2014,btce,ppc,0.733,USD,1.37211187,1.35642292,{ feed : btce - price : 0.733}  { feed : coinmarketcap_ne - price : 0.740396}  { feed : coinmarketcap_no - price : 0.737998}  

Sun Nov 23 22:45:14 EST 2014,btce,ppc,0.737,USD,1.36466486,1.34906106,{ feed : btce - price : 0.737}  { feed : coinmarketcap_ne - price : 0.736125}  { feed : coinmarketcap_no - price : 0.736125}  

Sun Nov 23 23:11:40 EST 2014,btce,ppc,0.728,USD,1.38153571,1.36573901,{ feed : btce - price : 0.728}  { feed : coinmarketcap_ne - price : 0.739418}  { feed : coinmarketcap_no - price : 0.73935}  

Mon Nov 24 01:26:53 EST 2014,btce,ppc,0.73,USD,1.37775068,1.36199726,{ feed : btce - price : 0.73}  { feed : coinmarketcap_ne - price : 0.734513}  { feed : coinmarketcap_no - price : 0.735413}  

Mon Nov 24 01:39:05 EST 2014,btce,ppc,0.732,USD,1.37398634,1.35827596,{ feed : btce - price : 0.732}  { feed : coinmarketcap_ne - price : 0.733932}  { feed : coinmarketcap_no - price : 0.733962}  

Mon Nov 24 02:01:27 EST 2014,btce,ppc,0.733,USD,1.37211187,1.35642292,{ feed : btce - price : 0.733}  { feed : coinmarketcap_ne - price : 0.734588}  { feed : coinmarketcap_no - price : 0.734714}  

Mon Nov 24 02:21:47 EST 2014,btce,ppc,0.734,USD,1.37024251,1.35457493,{ feed : btce - price : 0.734}  { feed : coinmarketcap_ne - price : 0.736073}  { feed : coinmarketcap_no - price : 0.735998}  

Mon Nov 24 02:48:13 EST 2014,btce,ppc,0.735,USD,1.36837823,1.35273197,{ feed : btce - price : 0.735}  { feed : coinmarketcap_ne - price : 0.736909}  { feed : coinmarketcap_no - price : 0.738979}  

Mon Nov 24 03:00:25 EST 2014,btce,ppc,0.731,USD,1.37586594,1.36013406,{ feed : btce - price : 0.731}  { feed : coinmarketcap_ne - price : 0.738029}  { feed : coinmarketcap_no - price : 0.740514}  

Mon Nov 24 03:14:39 EST 2014,btce,ppc,0.737,USD,1.36466486,1.34906106,{ feed : btce - price : 0.737}  { feed : coinmarketcap_ne - price : 0.73666}  { feed : coinmarketcap_no - price : 0.735843}  

Mon Nov 24 03:23:48 EST 2014,btce,ppc,0.731,USD,1.37586594,1.36013406,{ feed : btce - price : 0.731}  { feed : coinmarketcap_ne - price : 0.739374}  { feed : coinmarketcap_no - price : 0.736298}  

Mon Nov 24 03:31:56 EST 2014,btce,ppc,0.73,USD,1.37775068,1.36199726,{ feed : btce - price : 0.73}  { feed : coinmarketcap_ne - price : 0.736127}  { feed : coinmarketcap_no - price : 0.739729}  

Mon Nov 24 03:44:08 EST 2014,btce,ppc,0.737,USD,1.36466486,1.34906106,{ feed : btce - price : 0.737}  { feed : coinmarketcap_ne - price : 0.736475}  { feed : coinmarketcap_no - price : 0.736347}  

Mon Nov 24 03:51:15 EST 2014,btce,ppc,0.74,USD,1.35913243,1.34359189,{ feed : btce - price : 0.74}  { feed : coinmarketcap_ne - price : 0.743939}  { feed : coinmarketcap_no - price : 0.736577}  

Mon Nov 24 03:54:18 EST 2014,btce,ppc,0.739,USD,1.36097158,1.34541001,{ feed : btce - price : 0.739}  { feed : coinmarketcap_ne - price : 0.743939}  { feed : coinmarketcap_no - price : 0.736577}  

Mon Nov 24 04:10:34 EST 2014,btce,ppc,0.735,USD,1.36837823,1.35273197,{ feed : btce - price : 0.735}  { feed : coinmarketcap_ne - price : 0.74032}  { feed : coinmarketcap_no - price : 0.739511}  

Mon Nov 24 04:18:42 EST 2014,btce,ppc,0.742,USD,1.355469,1.33997035,{ feed : btce - price : 0.742}  { feed : coinmarketcap_ne - price : 0.738149}  { feed : coinmarketcap_no - price : 0.74032}  

Mon Nov 24 04:19:43 EST 2014,btce,ppc,0.743,USD,1.35364468,1.33816689,{ feed : btce - price : 0.743}  { feed : coinmarketcap_ne - price : 0.738149}  { feed : coinmarketcap_no - price : 0.74032}  

Mon Nov 24 04:22:46 EST 2014,btce,ppc,0.742,USD,1.355469,1.33997035,{ feed : btce - price : 0.742}  { feed : coinmarketcap_ne - price : 0.738144}  { feed : coinmarketcap_no - price : 0.738149}  

Mon Nov 24 05:16:39 EST 2014,btce,ppc,0.745,USD,1.35001074,1.3345745,{ feed : btce - price : 0.745}  { feed : coinmarketcap_ne - price : 0.744502}  { feed : coinmarketcap_no - price : 0.743549}  

Mon Nov 24 05:22:45 EST 2014,btce,ppc,0.74,USD,1.35913243,1.34359189,{ feed : btce - price : 0.74}  { feed : coinmarketcap_ne - price : 0.74496}  { feed : coinmarketcap_no - price : 0.744502}  

Mon Nov 24 05:42:04 EST 2014,btce,ppc,0.742,USD,1.355469,1.33997035,{ feed : btce - price : 0.742}  { feed : coinmarketcap_ne - price : 0.742961}  { feed : coinmarketcap_no - price : 0.742551}  

Mon Nov 24 05:58:20 EST 2014,btce,ppc,0.745,USD,1.35001074,1.3345745,{ feed : btce - price : 0.745}  { feed : coinmarketcap_ne - price : 0.746778}  { feed : coinmarketcap_no - price : 0.746749}  

Mon Nov 24 06:01:23 EST 2014,btce,ppc,0.746,USD,1.34820107,1.33278552,{ feed : btce - price : 0.746}  { feed : coinmarketcap_ne - price : 0.745935}  { feed : coinmarketcap_no - price : 0.746778}  

Mon Nov 24 06:23:45 EST 2014,btce,ppc,0.747,USD,1.34639625,1.33100134,{ feed : btce - price : 0.747}  { feed : coinmarketcap_ne - price : 0.750244}  { feed : coinmarketcap_no - price : 0.750013}  

Mon Nov 24 06:46:07 EST 2014,btce,ppc,0.745,USD,1.35001074,1.3345745,{ feed : btce - price : 0.745}  { feed : coinmarketcap_ne - price : 0.747856}  { feed : coinmarketcap_no - price : 0.747847}  

Mon Nov 24 06:53:14 EST 2014,btce,ppc,0.732,USD,1.37398634,1.35827596,{ feed : btce - price : 0.732}  { feed : coinmarketcap_ne - price : 0.748685}  { feed : coinmarketcap_no - price : 0.747856}  

Mon Nov 24 06:56:17 EST 2014,btce,ppc,0.74,USD,1.35913243,1.34359189,{ feed : btce - price : 0.74}  { feed : coinmarketcap_ne - price : 0.747068}  { feed : coinmarketcap_no - price : 0.748685}  

Mon Nov 24 06:59:20 EST 2014,btce,ppc,0.732,USD,1.37398634,1.35827596,{ feed : btce - price : 0.732}  { feed : coinmarketcap_ne - price : 0.747068}  { feed : coinmarketcap_no - price : 0.748685}  

Mon Nov 24 07:02:24 EST 2014,btce,ppc,0.739,USD,1.36097158,1.34541001,{ feed : btce - price : 0.739}  { feed : coinmarketcap_ne - price : 0.742745}  { feed : coinmarketcap_no - price : 0.747068}  

Mon Nov 24 07:05:26 EST 2014,btce,ppc,0.73,USD,1.37775068,1.36199726,{ feed : btce - price : 0.73}  { feed : coinmarketcap_ne - price : 0.742325}  { feed : coinmarketcap_no - price : 0.742745}  

Mon Nov 24 07:10:31 EST 2014,btce,ppc,0.731,USD,1.37586594,1.36013406,{ feed : btce - price : 0.731}  { feed : coinmarketcap_ne - price : 0.734782}  { feed : coinmarketcap_no - price : 0.742325}  

Mon Nov 24 07:13:34 EST 2014,btce,ppc,0.739,USD,1.36097158,1.34541001,{ feed : btce - price : 0.739}  { feed : coinmarketcap_ne - price : 0.734782}  { feed : coinmarketcap_no - price : 0.742325}  

Mon Nov 24 07:18:39 EST 2014,btce,ppc,0.736,USD,1.36651902,1.35089402,{ feed : btce - price : 0.736}  { feed : coinmarketcap_ne - price : 0.742476}  { feed : coinmarketcap_no - price : 0.734782}  

Mon Nov 24 07:25:46 EST 2014,btce,ppc,0.735,USD,1.36837823,1.35273197,{ feed : btce - price : 0.735}  { feed : coinmarketcap_ne - price : 0.741615}  { feed : coinmarketcap_no - price : 0.742536}  

Mon Nov 24 07:37:58 EST 2014,btce,ppc,0.743,USD,1.35364468,1.33816689,{ feed : btce - price : 0.743}  { feed : coinmarketcap_ne - price : 0.739707}  { feed : coinmarketcap_no - price : 0.739276}  

Mon Nov 24 07:50:32 EST 2014,btce,ppc,0.747,USD,1.34639625,1.33100134,{ feed : btce - price : 0.747}  { feed : coinmarketcap_ne - price : 0.744361}  { feed : coinmarketcap_no - price : 0.744555}  

Mon Nov 24 08:02:22 EST 2014,btce,ppc,0.741,USD,1.35729825,1.34177868,{ feed : btce - price : 0.741}  { feed : coinmarketcap_ne - price : 0.746312}  { feed : coinmarketcap_no - price : 0.746358}  

Mon Nov 24 08:16:36 EST 2014,btce,ppc,0.742,USD,1.355469,1.33997035,{ feed : btce - price : 0.742}  { feed : coinmarketcap_ne - price : 0.74431}  { feed : coinmarketcap_no - price : 0.744109}  

Mon Nov 24 08:31:51 EST 2014,btce,ppc,0.746,USD,1.34820107,1.33278552,{ feed : btce - price : 0.746}  { feed : coinmarketcap_ne - price : 0.744836}  { feed : coinmarketcap_no - price : 0.744758}  

Mon Nov 24 08:34:54 EST 2014,btce,ppc,0.747,USD,1.34639625,1.33100134,{ feed : btce - price : 0.747}  { feed : coinmarketcap_ne - price : 0.744836}  { feed : coinmarketcap_no - price : 0.744758}  

Mon Nov 24 08:48:07 EST 2014,btce,ppc,0.748,USD,1.34459626,1.32922193,{ feed : btce - price : 0.748}  { feed : coinmarketcap_ne - price : 0.749217}  { feed : coinmarketcap_no - price : 0.748638}  

Mon Nov 24 08:52:11 EST 2014,btce,ppc,0.751,USD,1.33922503,1.32391212,{ feed : btce - price : 0.751}  { feed : coinmarketcap_ne - price : 0.749958}  { feed : coinmarketcap_no - price : 0.749217}  

Mon Nov 24 08:55:14 EST 2014,btce,ppc,0.753,USD,1.33566799,1.32039575,{ feed : btce - price : 0.753}  { feed : coinmarketcap_ne - price : 0.749958}  { feed : coinmarketcap_no - price : 0.749958}  

Mon Nov 24 08:58:17 EST 2014,btce,ppc,0.749,USD,1.34280107,1.32744726,{ feed : btce - price : 0.749}  { feed : coinmarketcap_ne - price : 0.750991}  { feed : coinmarketcap_no - price : 0.749958}  

Mon Nov 24 09:03:22 EST 2014,btce,ppc,0.747,USD,1.34639625,1.33100134,{ feed : btce - price : 0.747}  { feed : coinmarketcap_ne - price : 0.753501}  { feed : coinmarketcap_no - price : 0.750991}  

Mon Nov 24 09:06:25 EST 2014,btce,ppc,0.757,USD,1.3286103,1.31341876,{ feed : btce - price : 0.757}  { feed : coinmarketcap_ne - price : 0.752866}  { feed : coinmarketcap_no - price : 0.753501}  

Mon Nov 24 09:17:36 EST 2014,btce,ppc,0.755,USD,1.3321298,1.31689801,{ feed : btce - price : 0.755}  { feed : coinmarketcap_ne - price : 0.758216}  { feed : coinmarketcap_no - price : 0.758214}  

