timestamp,activeOrders, sells,buys, digest
Thu Nov 06 15:05:10 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:08:11 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:11:12 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:14:13 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:17:14 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:20:15 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:23:16 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:26:17 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:29:18 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:32:19 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:35:20 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:38:21 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:41:22 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:44:23 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:47:24 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:50:25 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:53:26 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:56:27 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 15:59:28 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:02:29 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:05:30 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:08:31 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:11:32 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:14:33 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:17:34 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:20:35 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:23:36 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:26:37 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:29:38 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:32:39 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:35:40 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:38:41 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:41:42 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:44:43 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:47:44 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:50:45 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:53:46 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:56:47 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 16:59:48 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 17:02:49 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 17:05:50 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 17:08:51 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 17:11:52 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 17:14:53 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 17:17:54 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 17:20:55 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 17:23:56 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 17:26:57 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
Thu Nov 06 17:29:58 EST 2014 , 4 , 2 , 2 , 108385 : { BUY 5045.15@0.998} 108384 : { BUY 5045.15@0.998} 108383 : { SELL 11959.89@1.002} 108382 : { SELL 11959.89@1.002} 
